filename,text
0f10f051-f45a-4c8b-ae46-1d8652148904_aug1.png,Practice makes perfect.
d97709dd-b843-411a-92e2-8dcce2f18d36_aug0.png,How vexingly quick daft zebras jump!
d97709dd-b843-411a-92e2-8dcce2f18d36_aug1.png,How vexingly quick daft zebras jump!
3e0e02cc-bdb9-4ff6-97d6-876acc1ff40b_aug0.png,Practice makes perfect.
3e0e02cc-bdb9-4ff6-97d6-876acc1ff40b_aug1.png,Practice makes perfect.
9706a271-9dd1-4c4f-b073-04185654aaae_aug0.png,How vexingly quick daft zebras jump!
9706a271-9dd1-4c4f-b073-04185654aaae_aug1.png,How vexingly quick daft zebras jump!
f25284d5-8649-443a-b7f2-3f7a74187323_aug0.png,The early bird gets the worm.
f25284d5-8649-443a-b7f2-3f7a74187323_aug1.png,The early bird gets the worm.
d6b03b3b-aacf-490e-b147-bc0001a60fd8_aug0.png,The early bird gets the worm.
d6b03b3b-aacf-490e-b147-bc0001a60fd8_aug1.png,The early bird gets the worm.
0eddcee3-9df4-4118-953b-48e6a5df572b_aug0.png,"Sphinx of black quartz, judge my vow."
0eddcee3-9df4-4118-953b-48e6a5df572b_aug1.png,"Sphinx of black quartz, judge my vow."
c82b9e93-008f-4b4f-872d-178c7d94a277_aug0.png,Practice makes perfect.
c82b9e93-008f-4b4f-872d-178c7d94a277_aug1.png,Practice makes perfect.
16bbf3ca-da38-4acd-9dec-a7391977b305_aug0.png,The quick brown fox jumps over the lazy dog.
16bbf3ca-da38-4acd-9dec-a7391977b305_aug1.png,The quick brown fox jumps over the lazy dog.
2da10cc0-9631-4df1-b6dc-82a893a82b1a_aug0.png,"Sphinx of black quartz, judge my vow."
2da10cc0-9631-4df1-b6dc-82a893a82b1a_aug1.png,"Sphinx of black quartz, judge my vow."
b12c8577-f949-48f1-9b78-e4bcc9c5d4be_aug0.png,How vexingly quick daft zebras jump!
b12c8577-f949-48f1-9b78-e4bcc9c5d4be_aug1.png,How vexingly quick daft zebras jump!
286930e9-7cf1-4c17-a5d2-71139a75eba7_aug0.png,The quick brown fox jumps over the lazy dog.
286930e9-7cf1-4c17-a5d2-71139a75eba7_aug1.png,The quick brown fox jumps over the lazy dog.
3b1f4db9-8086-409a-ab42-85b5fefe4703_aug0.png,How vexingly quick daft zebras jump!
3b1f4db9-8086-409a-ab42-85b5fefe4703_aug1.png,How vexingly quick daft zebras jump!
f80ed917-7ffb-4e5c-8a5f-4ff971f14da8_aug0.png,How vexingly quick daft zebras jump!
f80ed917-7ffb-4e5c-8a5f-4ff971f14da8_aug1.png,How vexingly quick daft zebras jump!
3df18615-e684-4537-9d3b-c043a901115c_aug0.png,The quick brown fox jumps over the lazy dog.
3df18615-e684-4537-9d3b-c043a901115c_aug1.png,The quick brown fox jumps over the lazy dog.
d8514d23-23fc-4afb-8c37-44c13be7c5d2_aug0.png,Pack my box with five dozen liquor jugs.
d8514d23-23fc-4afb-8c37-44c13be7c5d2_aug1.png,Pack my box with five dozen liquor jugs.
8f4ed317-3dea-4873-bdde-9dcbb17a9efc_aug0.png,Pack my box with five dozen liquor jugs.
8f4ed317-3dea-4873-bdde-9dcbb17a9efc_aug1.png,Pack my box with five dozen liquor jugs.
afea6766-d888-4a6c-b393-bbe1729f8cda_aug0.png,Practice makes perfect.
afea6766-d888-4a6c-b393-bbe1729f8cda_aug1.png,Practice makes perfect.
c520fb66-37f4-4a55-908d-d089327abfc5_aug0.png,Practice makes perfect.
c520fb66-37f4-4a55-908d-d089327abfc5_aug1.png,Practice makes perfect.
fdf300bd-e4d8-48b0-a1cd-79d9ee46536e_aug0.png,"Sphinx of black quartz, judge my vow."
fdf300bd-e4d8-48b0-a1cd-79d9ee46536e_aug1.png,"Sphinx of black quartz, judge my vow."
fa5d3dfb-432c-4839-add2-ca904287aed9_aug0.png,Pack my box with five dozen liquor jugs.
fa5d3dfb-432c-4839-add2-ca904287aed9_aug1.png,Pack my box with five dozen liquor jugs.
4c03ee08-c367-49ad-b9de-d4e0ff04d73c_aug0.png,Pack my box with five dozen liquor jugs.
4c03ee08-c367-49ad-b9de-d4e0ff04d73c_aug1.png,Pack my box with five dozen liquor jugs.
2ade4400-c224-4734-a308-757e1eb57755_aug0.png,"Sphinx of black quartz, judge my vow."
2ade4400-c224-4734-a308-757e1eb57755_aug1.png,"Sphinx of black quartz, judge my vow."
b666e120-dce8-447f-a873-3e5761789ba1_aug0.png,How vexingly quick daft zebras jump!
b666e120-dce8-447f-a873-3e5761789ba1_aug1.png,How vexingly quick daft zebras jump!
c8f63a63-ae34-43f9-97ee-295c171aa8d2_aug0.png,The early bird gets the worm.
c8f63a63-ae34-43f9-97ee-295c171aa8d2_aug1.png,The early bird gets the worm.
f2c3a24d-a51c-4b3e-a3c5-2ac6b8a283ca_aug0.png,How vexingly quick daft zebras jump!
f2c3a24d-a51c-4b3e-a3c5-2ac6b8a283ca_aug1.png,How vexingly quick daft zebras jump!
e37eb90e-0f22-45aa-a4d1-fd1c49079f46_aug0.png,The quick brown fox jumps over the lazy dog.
e37eb90e-0f22-45aa-a4d1-fd1c49079f46_aug1.png,The quick brown fox jumps over the lazy dog.
3383990e-8b99-4cdf-82ca-0bf08d7734b2_aug0.png,How vexingly quick daft zebras jump!
3383990e-8b99-4cdf-82ca-0bf08d7734b2_aug1.png,How vexingly quick daft zebras jump!
149966c2-b121-4402-a901-077f5c50e17d_aug0.png,The quick brown fox jumps over the lazy dog.
149966c2-b121-4402-a901-077f5c50e17d_aug1.png,The quick brown fox jumps over the lazy dog.
65d856c9-3c19-4b2b-9136-0210eee6a52d_aug0.png,Pack my box with five dozen liquor jugs.
65d856c9-3c19-4b2b-9136-0210eee6a52d_aug1.png,Pack my box with five dozen liquor jugs.
60eddf2a-2a5a-411d-b9ae-92ab5dde5494_aug0.png,"Sphinx of black quartz, judge my vow."
60eddf2a-2a5a-411d-b9ae-92ab5dde5494_aug1.png,"Sphinx of black quartz, judge my vow."
e1c817bd-9345-48fc-8c2c-5d0b4c1b9d60_aug0.png,Pack my box with five dozen liquor jugs.
e1c817bd-9345-48fc-8c2c-5d0b4c1b9d60_aug1.png,Pack my box with five dozen liquor jugs.
f3a95ba1-489c-46a9-9211-dca6843d56d1_aug0.png,The quick brown fox jumps over the lazy dog.
f3a95ba1-489c-46a9-9211-dca6843d56d1_aug1.png,The quick brown fox jumps over the lazy dog.
9204b4f0-38b9-47a5-9020-d076773e2877_aug0.png,The quick brown fox jumps over the lazy dog.
9204b4f0-38b9-47a5-9020-d076773e2877_aug1.png,The quick brown fox jumps over the lazy dog.
2c572b15-38bb-4b73-9b05-aecbbb2e7703_aug0.png,Practice makes perfect.
2c572b15-38bb-4b73-9b05-aecbbb2e7703_aug1.png,Practice makes perfect.
5cf956e3-e7ba-447f-b728-aeb968b1bdfc_aug0.png,Pack my box with five dozen liquor jugs.
5cf956e3-e7ba-447f-b728-aeb968b1bdfc_aug1.png,Pack my box with five dozen liquor jugs.
a1e308ec-6d84-400c-ae58-251534dcbac8_aug0.png,The early bird gets the worm.
a1e308ec-6d84-400c-ae58-251534dcbac8_aug1.png,The early bird gets the worm.
72745ed2-2532-4c6c-aa71-6f908f428cb9_aug0.png,How vexingly quick daft zebras jump!
72745ed2-2532-4c6c-aa71-6f908f428cb9_aug1.png,How vexingly quick daft zebras jump!
6a97b98c-b1b7-4865-a45b-82a6bdf42dc5_aug0.png,"Sphinx of black quartz, judge my vow."
6a97b98c-b1b7-4865-a45b-82a6bdf42dc5_aug1.png,"Sphinx of black quartz, judge my vow."
fded83a2-9efe-403b-8f0d-0a4b64a67053_aug0.png,How vexingly quick daft zebras jump!
fded83a2-9efe-403b-8f0d-0a4b64a67053_aug1.png,How vexingly quick daft zebras jump!
3d88fbf8-869e-466b-a08c-5e214ee8f9d1_aug0.png,The quick brown fox jumps over the lazy dog.
3d88fbf8-869e-466b-a08c-5e214ee8f9d1_aug1.png,The quick brown fox jumps over the lazy dog.
99f2ff0d-4947-4707-bdf0-681ff1dcb63a_aug0.png,"Sphinx of black quartz, judge my vow."
99f2ff0d-4947-4707-bdf0-681ff1dcb63a_aug1.png,"Sphinx of black quartz, judge my vow."
99a928db-a9f4-4796-b1aa-6940bb09c79d_aug0.png,The early bird gets the worm.
99a928db-a9f4-4796-b1aa-6940bb09c79d_aug1.png,The early bird gets the worm.
